,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist_name
3007,I AM...SASHA FIERCE,8,5m3MMqREtffhno6KLdpnDI,Scared of Lonely,spotify:track:5m3MMqREtffhno6KLdpnDI,0.0546,0.534,0.575,0.0,0.131,-6.706,0.0519,86.961,0.205,46,Beyonce
3008,Happier Than Ever,1,4HOryCnbme0zBnF8LWij3f,Getting Older,spotify:track:4HOryCnbme0zBnF8LWij3f,0.974,0.599,0.128,0.121,0.115,-17.261,0.109,159.679,0.367,78,Billie Eilish
3009,Happier Than Ever,2,7bcy34fBT2ap1L4bfPsl9q,I Didn't Change My Number,spotify:track:7bcy34fBT2ap1L4bfPsl9q,0.612,0.849,0.48,0.269,0.295,-5.835,0.226,142.021,0.677,80,Billie Eilish
3010,Happier Than Ever,3,2KnuaZYoGzDoHiBTNYOTXG,Billie Bossa Nova,spotify:track:2KnuaZYoGzDoHiBTNYOTXG,0.222,0.895,0.389,0.0346,0.105,-11.036,0.11,110.023,0.549,80,Billie Eilish
3011,Happier Than Ever,4,3YUMWmx8EJq0DurfuIwoGh,my future,spotify:track:3YUMWmx8EJq0DurfuIwoGh,0.814,0.456,0.285,0.143,0.307,-10.755,0.0979,104.89,0.0809,75,Billie Eilish
3012,Happier Than Ever,5,4t2OeILB07eMGTXSUbMPEu,Oxytocin,spotify:track:4t2OeILB07eMGTXSUbMPEu,0.0904,0.757,0.598,0.551,0.15,-7.777,0.058,124.951,0.18,77,Billie Eilish
3013,Happier Than Ever,6,0FfqyjhB6Kspvit1oOo7ax,GOLDWING,spotify:track:0FfqyjhB6Kspvit1oOo7ax,0.755,0.654,0.303,0.159,0.0957,-13.943,0.126,160.095,0.168,75,Billie Eilish
3014,Happier Than Ever,7,4191RXFPa7Ge9XkA4cWlna,Lost Cause,spotify:track:4191RXFPa7Ge9XkA4cWlna,0.702,0.526,0.334,0.00782,0.0586,-8.491,0.251,74.966,0.522,79,Billie Eilish
3015,Happier Than Ever,8,5XsAal7ZcWg1I5T4NcRjkv,Halley's Comet,spotify:track:5XsAal7ZcWg1I5T4NcRjkv,0.961,0.403,0.159,0.0121,0.34,-16.728,0.104,72.38,0.0381,79,Billie Eilish
3016,Happier Than Ever,9,4T2zre0jqstNJ5Gt0WG9lz,Not My Responsibility,spotify:track:4T2zre0jqstNJ5Gt0WG9lz,0.454,0.468,0.13,0.927,0.0819,-18.031,0.0571,115.039,0.0362,73,Billie Eilish
3017,Happier Than Ever,10,5uSG6fUPRaehaV820zcpsK,OverHeated,spotify:track:5uSG6fUPRaehaV820zcpsK,0.527,0.777,0.522,0.838,0.0968,-12.496,0.0535,115.008,0.182,74,Billie Eilish
3018,Happier Than Ever,11,5jhBwnqzNNrENXnYrAdoCe,Everybody Dies,spotify:track:5jhBwnqzNNrENXnYrAdoCe,0.928,0.275,0.155,0.176,0.0888,-17.285,0.0674,65.136,0.0588,74,Billie Eilish
3019,Happier Than Ever,12,042Sl6Mn83JHyLEqdK7uI0,Your Power,spotify:track:042Sl6Mn83JHyLEqdK7uI0,0.932,0.632,0.284,0.000476,0.233,-14.025,0.0801,129.642,0.208,82,Billie Eilish
3020,Happier Than Ever,13,38GBNKZUhfBkk3oNlWzRYd,NDA,spotify:track:38GBNKZUhfBkk3oNlWzRYd,0.341,0.765,0.373,0.525,0.112,-9.921,0.0713,85.016,0.554,82,Billie Eilish
3021,Happier Than Ever,14,20R4HfKloPKgXDqU7UKk3x,Therefore I Am,spotify:track:20R4HfKloPKgXDqU7UKk3x,0.227,0.879,0.365,0.135,0.0583,-7.781,0.0924,94.016,0.663,77,Billie Eilish
3022,Happier Than Ever,15,4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,spotify:track:4RVwu0g32PAqgUiJoXsdF8,0.767,0.332,0.225,0.00349,0.128,-8.697,0.0348,81.055,0.297,92,Billie Eilish
3023,Happier Than Ever,16,4ak9GGe6afmi2HbxEjvhIC,Male Fantasy,spotify:track:4ak9GGe6afmi2HbxEjvhIC,0.863,0.687,0.288,0.0,0.0986,-10.415,0.045,110.927,0.308,78,Billie Eilish
3024,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,0rQtoQXQfwpDW0c7Fw1NeM,!!!!!!!,spotify:track:0rQtoQXQfwpDW0c7Fw1NeM,0.768,0.0,0.278,0.0,0.669,-21.63,0.0,0.0,0.0,16,Billie Eilish
3025,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2,2Fxmhks0bxGSBdJ92vM42m,bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,0.562,88,Billie Eilish
3026,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",3,4QIo4oxwzzafcBWkKjDpXY,xanny,spotify:track:4QIo4oxwzzafcBWkKjDpXY,0.751,0.521,0.125,0.00207,0.265,-17.832,0.239,111.554,0.0528,76,Billie Eilish
3027,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",4,3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,spotify:track:3XF5xLJHOQQRbWya6hBp7d,0.462,0.678,0.533,0.219,0.139,-10.485,0.186,150.455,0.323,81,Billie Eilish
3028,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",5,6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,0.283,0.726,0.444,0.143,0.177,-8.922,0.372,185.044,0.569,79,Billie Eilish
3029,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",6,3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,0.39,0.853,0.351,9.38e-06,0.752,-10.198,0.241,118.028,0.282,79,Billie Eilish
3030,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",7,43zdsphuZLzwA9k4DJhU0I,when the party's over,spotify:track:43zdsphuZLzwA9k4DJhU0I,0.978,0.367,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,0.198,85,Billie Eilish
3031,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",8,6X29iaaazwho3ab7GNue5r,8,spotify:track:6X29iaaazwho3ab7GNue5r,0.698,0.735,0.235,0.00604,0.107,-13.239,0.315,62.446,0.462,73,Billie Eilish
3032,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",9,3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,0.35,0.939,0.305,0.000169,0.105,-10.952,0.354,100.029,0.563,79,Billie Eilish
3033,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",10,4SSnFejRGlZikf02HLewEF,bury a friend,spotify:track:4SSnFejRGlZikf02HLewEF,0.74,0.905,0.389,0.162,0.106,-14.505,0.332,120.046,0.196,80,Billie Eilish
3034,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",11,7qEKqBCD2vE5vIBsrUitpD,ilomilo,spotify:track:7qEKqBCD2vE5vIBsrUitpD,0.724,0.855,0.423,0.469,0.0896,-15.044,0.0585,120.02,0.572,76,Billie Eilish
3035,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",12,0tMSssfxAL2oV8Vri0mFHE,listen before i go,spotify:track:0tMSssfxAL2oV8Vri0mFHE,0.935,0.319,0.0561,0.00384,0.388,-23.023,0.045,79.764,0.082,80,Billie Eilish
3036,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",13,6CcJMwBtXByIz4zQLzFkKc,i love you,spotify:track:6CcJMwBtXByIz4zQLzFkKc,0.952,0.421,0.131,0.00453,0.109,-18.435,0.0382,137.446,0.12,84,Billie Eilish
3037,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14,3LgWsmilsrWXiPYQFRD0T7,goodbye,spotify:track:3LgWsmilsrWXiPYQFRD0T7,0.837,0.153,0.138,0.55,0.254,-21.877,0.0503,74.318,0.0503,72,Billie Eilish
3038,everything means nothing,1,6jRq8gaZhMUyy5RclRPcAf,hot girl bummer,spotify:track:6jRq8gaZhMUyy5RclRPcAf,0.125,0.782,0.559,0.0,0.385,-7.106,0.0767,129.992,0.685,87,Blackbear
3039,everything means nothing,2,5tiZBnx5IvETA0Pj3gELjn,me & ur ghost,spotify:track:5tiZBnx5IvETA0Pj3gELjn,0.0488,0.742,0.679,0.0,0.0754,-4.594,0.0259,100.041,0.856,73,Blackbear
3040,everything means nothing,3,1xyUCr7dIJYaUaaiDf4Q1L,queen of broken hearts,spotify:track:1xyUCr7dIJYaUaaiDf4Q1L,0.00663,0.717,0.712,0.0,0.0756,-6.098,0.0765,97.019,0.825,73,Blackbear
3041,everything means nothing,4,1OkIpW255qLxswGyjgUL5x,I feel bad,spotify:track:1OkIpW255qLxswGyjgUL5x,0.0201,0.637,0.785,0.0,0.333,-3.382,0.0512,144.053,0.923,62,Blackbear
3042,everything means nothing,5,6p19vVjC4Lge9VANZlG8gi,I feel 2 much,spotify:track:6p19vVjC4Lge9VANZlG8gi,0.408,0.612,0.544,0.0,0.0998,-7.279,0.0666,86.046,0.694,63,Blackbear
3043,everything means nothing,6,7KRaFRqbUbqfelHwmWyXuS,I felt that,spotify:track:7KRaFRqbUbqfelHwmWyXuS,0.00836,0.692,0.727,1.07e-06,0.131,-5.58,0.0305,99.977,0.424,55,Blackbear
3044,everything means nothing,7,64rdMeK4S6axnbekny7G2D,sobbing in cabo,spotify:track:64rdMeK4S6axnbekny7G2D,0.0193,0.596,0.794,1.4e-06,0.0997,-5.366,0.0338,97.0,0.246,55,Blackbear
3045,everything means nothing,8,4epd3VXwxPItuOVN0aGsr6,clown (with Trevor Daniel),spotify:track:4epd3VXwxPItuOVN0aGsr6,0.12,0.709,0.774,0.0,0.208,-4.797,0.069,94.013,0.393,59,Blackbear
3046,everything means nothing,9,1YcoZcEyuaOnQiZLK0cNta,half alive,spotify:track:1YcoZcEyuaOnQiZLK0cNta,0.0204,0.704,0.785,0.0,0.153,-3.588,0.0381,125.077,0.765,58,Blackbear
3047,everything means nothing,10,2ttGfRawDPWlkAoXxP5Z72,if I were u (with Lauv),spotify:track:2ttGfRawDPWlkAoXxP5Z72,0.144,0.666,0.628,0.0,0.189,-5.613,0.0623,82.992,0.767,68,Blackbear
3048,everything means nothing,11,0WHLAdmj06siT3xEB4gU5N,why are girls?,spotify:track:0WHLAdmj06siT3xEB4gU5N,0.16,0.685,0.783,0.0,0.182,-4.833,0.0779,101.134,0.804,53,Blackbear
3049,everything means nothing,12,0rWMOzZ7fFYZWI1qlCY4Ig,smile again,spotify:track:0rWMOzZ7fFYZWI1qlCY4Ig,0.597,0.68,0.423,0.0,0.371,-6.279,0.0321,85.042,0.686,66,Blackbear
3050,everything means nothing,1,7lu8ZYHhRpH4sgCMIibdKO,Hot Girl Bummer,spotify:track:7lu8ZYHhRpH4sgCMIibdKO,0.129,0.786,0.548,0.0,0.34,-7.068,0.078,129.99,0.687,54,Blackbear
3051,ANONYMOUS,1,2LvfEzzDha03Pv1z7ESGY6,PINK ROLEX,spotify:track:2LvfEzzDha03Pv1z7ESGY6,0.255,0.651,0.609,0.0,0.452,-9.169,0.447,136.152,0.677,44,Blackbear
3052,ANONYMOUS,3,1EWxMwevdmV9SkrNEfsJeZ,DRUG DEALER,spotify:track:1EWxMwevdmV9SkrNEfsJeZ,0.01,0.609,0.473,0.0,0.131,-8.627,0.113,78.975,0.173,41,Blackbear
3053,ANONYMOUS,4,5M59ILk9SfcUWu0MNj5UwU,SWEAR TO GOD,spotify:track:5M59ILk9SfcUWu0MNj5UwU,0.499,0.782,0.495,0.0,0.116,-7.462,0.0424,130.958,0.601,57,Blackbear
3054,ANONYMOUS,5,6OOTj2UtduuvtiL4X4MZDF,MAKE A MESS,spotify:track:6OOTj2UtduuvtiL4X4MZDF,0.00175,0.823,0.455,1.24e-06,0.0559,-7.839,0.0466,126.96,0.723,46,Blackbear
3055,ANONYMOUS,6,3GZ2y6xONJAMMDst36vXr3,SICK OF IT ALL,spotify:track:3GZ2y6xONJAMMDst36vXr3,0.0446,0.744,0.661,1.03e-05,0.0678,-5.575,0.113,109.197,0.606,48,Blackbear
3056,ANONYMOUS,8,46xWDVl5rB78OlcsDwkHa3,HIGH1X,spotify:track:46xWDVl5rB78OlcsDwkHa3,0.0671,0.848,0.384,0.0,0.0852,-8.492,0.0617,98.483,0.481,53,Blackbear
3057,ANONYMOUS,9,2uDlSdlx7LFXuFuC7grL8g,DOWN,spotify:track:2uDlSdlx7LFXuFuC7grL8g,0.107,0.76,0.662,0.000427,0.084,-5.451,0.107,148.027,0.846,46,Blackbear
3058,ANONYMOUS,10,6J4U2Tk6R6JJcvFyhzI6Vm,BURNT AF,spotify:track:6J4U2Tk6R6JJcvFyhzI6Vm,0.302,0.603,0.247,0.0,0.266,-12.615,0.0407,110.972,0.241,43,Blackbear
3059,ANONYMOUS,11,73EsHhc08cXEArCla8FEqr,HEARTBROKEN,spotify:track:73EsHhc08cXEArCla8FEqr,0.0399,0.555,0.588,0.0,0.259,-7.004,0.33,139.887,0.419,54,Blackbear
3060,ANONYMOUS,13,0b4kn0PraUzXr2renS2xhp,LOSING YOU,spotify:track:0b4kn0PraUzXr2renS2xhp,0.0654,0.475,0.39,0.00045,0.16,-11.344,0.063,143.88,0.0713,44,Blackbear
3061,ANONYMOUS,16,4xQtVDfQDzZTFLFDCQYfxV,TOO CLOSE,spotify:track:4xQtVDfQDzZTFLFDCQYfxV,0.0765,0.91,0.517,8.48e-06,0.125,-5.819,0.194,143.047,0.745,45,Blackbear
3062,ANONYMOUS,2,3M6gRDCudfKsT1mG13Tnmx,HATE MY GUTS,spotify:track:3M6gRDCudfKsT1mG13Tnmx,0.127,0.786,0.441,0.0,0.118,-7.937,0.429,95.757,0.682,52,Blackbear
3063,ANONYMOUS,7,0756t20DVzM19dcF04qMjf,CHANGES,spotify:track:0756t20DVzM19dcF04qMjf,0.104,0.813,0.295,0.0,0.095,-8.343,0.0482,100.009,0.413,43,Blackbear
3064,ANONYMOUS,12,6IczEOHGVd4jZ3QqN5cHc0,1 SIDED LOVE,spotify:track:6IczEOHGVd4jZ3QqN5cHc0,0.307,0.586,0.408,0.0,0.119,-7.98,0.029,90.028,0.275,61,Blackbear
3065,ANONYMOUS,14,739Zx6DpfSn5nBULzas2aB,ITS ALL GONNA BURN,spotify:track:739Zx6DpfSn5nBULzas2aB,0.438,0.704,0.482,0.00108,0.134,-6.815,0.0268,96.956,0.196,39,Blackbear
3066,ANONYMOUS,15,3Giy7Eu9rcjujf8Sw7RcvK,DEAD BALLOONS,spotify:track:3Giy7Eu9rcjujf8Sw7RcvK,0.0932,0.524,0.461,0.0,0.306,-8.64,0.093,156.54,0.466,39,Blackbear
3067,ANONYMOUS,17,4C8yVZNQ6DWv2IA9dm4yeY,DEAD TO ME,spotify:track:4C8yVZNQ6DWv2IA9dm4yeY,0.0772,0.709,0.725,0.0,0.158,-5.545,0.0759,139.968,0.226,55,Blackbear
3068,ANONYMOUS,18,0A8ANukqM93dJidWkO9PMB,NYLA,spotify:track:0A8ANukqM93dJidWkO9PMB,0.37,0.555,0.185,0.0,0.469,-11.521,0.0344,119.418,0.188,50,Blackbear
3069,cybersex,1,6Sz7iJhiDlJTBTTKIO4oVf,gucci linen (feat. 2 Chainz),spotify:track:6Sz7iJhiDlJTBTTKIO4oVf,0.0453,0.835,0.684,0.0,0.287,-5.903,0.074,120.014,0.576,53,Blackbear
3070,cybersex,2,7nachbrOxXI5sTUFlOAkca,bright pink tims (feat. Cam'ron),spotify:track:7nachbrOxXI5sTUFlOAkca,0.0449,0.759,0.641,0.0,0.676,-6.987,0.114,114.985,0.284,49,Blackbear
3071,cybersex,3,64oWLmeRfpTwiuxthP7yCe,playboy shit (feat. Lil Aaron),spotify:track:64oWLmeRfpTwiuxthP7yCe,0.0847,0.656,0.741,0.0,0.111,-4.998,0.18,154.937,0.882,64,Blackbear
3072,cybersex,4,3ZW87Wj98EqDCduX7OH4IO,e.z. (feat. Machine Gun Kelly),spotify:track:3ZW87Wj98EqDCduX7OH4IO,0.0356,0.793,0.531,1.02e-05,0.0905,-8.501,0.127,129.951,0.337,57,Blackbear
3073,cybersex,5,4J2zCmydGtDFWmmAiNzImh,up in this (with Tinashe),spotify:track:4J2zCmydGtDFWmmAiNzImh,0.0528,0.731,0.697,0.0,0.128,-6.097,0.0665,128.009,0.488,51,Blackbear
3074,cybersex,6,7AhlMDKQelsNkWvFeZvmtC,anxiety (with FRND),spotify:track:7AhlMDKQelsNkWvFeZvmtC,0.0291,0.652,0.715,0.0,0.156,-5.919,0.0388,97.981,0.617,65,Blackbear
3075,cybersex,7,6cXmcur5Hu4gzI6wk24QRN,"thursday/froze over - ""interlude""",spotify:track:6cXmcur5Hu4gzI6wk24QRN,0.262,0.784,0.455,1.01e-06,0.119,-7.776,0.065,120.935,0.307,43,Blackbear
3076,cybersex,8,56lpR8t6k2VCIYYwVVxnzD,I hope your whole life sux,spotify:track:56lpR8t6k2VCIYYwVVxnzD,0.27,0.708,0.644,0.0,0.0686,-5.862,0.195,133.925,0.699,54,Blackbear
3077,cybersex,9,3wMQczkpe5xftuUqkc8dAu,down 4 u (feat. T-Pain),spotify:track:3wMQczkpe5xftuUqkc8dAu,0.231,0.767,0.696,0.0,0.228,-3.428,0.162,115.006,0.715,48,Blackbear
3078,cybersex,10,1WtrCehjHjTwXgUZkIUvGj,glo_up (feat. Rick Ross),spotify:track:1WtrCehjHjTwXgUZkIUvGj,0.0527,0.714,0.644,0.0,0.111,-5.542,0.0827,128.987,0.217,40,Blackbear
3079,cybersex,11,3EAmqB8YX7xJEoE7dB2V4N,top priority (with Ne-Yo),spotify:track:3EAmqB8YX7xJEoE7dB2V4N,0.229,0.851,0.599,0.0,0.0748,-4.863,0.056,103.939,0.821,42,Blackbear
3080,cybersex,12,20nY3IhGhRGBaWK3remnch,g2g ttyl (feat. THEY.),spotify:track:20nY3IhGhRGBaWK3remnch,0.471,0.63,0.382,0.0,0.176,-5.535,0.0558,97.706,0.555,55,Blackbear
3081,cybersex,13,7g838qJvNsRt5fbHaleo2q,candayapple (feat. Paul Wall & Riff Raff),spotify:track:7g838qJvNsRt5fbHaleo2q,0.287,0.53,0.748,0.0,0.414,-3.013,0.331,120.259,0.887,43,Blackbear
3082,cybersex,14,5l5HDvPgwLyxhaqEtyVgiI,santa monica & la brea,spotify:track:5l5HDvPgwLyxhaqEtyVgiI,0.0331,0.494,0.611,0.0,0.0711,-7.409,0.0444,143.075,0.289,46,Blackbear
3083,cybersex,3,1MUPU5fiHjUSX5doTNvRMe,playboy s**t (feat. Lil Aaron),spotify:track:1MUPU5fiHjUSX5doTNvRMe,0.117,0.7,0.697,0.0,0.11,-5.062,0.17,154.828,0.815,16,Blackbear
3084,digital druglord,1,1PcU7Qy3VUgeYaByCThdm9,hell is where i dreamt of u and woke up alone,spotify:track:1PcU7Qy3VUgeYaByCThdm9,0.924,0.588,0.199,0.0,0.13,-11.615,0.0573,136.769,0.329,53,Blackbear
3085,digital druglord,2,7865MYTYATLVWUUApjAzSW,moodz (feat. 24hrs),spotify:track:7865MYTYATLVWUUApjAzSW,0.199,0.754,0.486,1.98e-05,0.115,-8.864,0.143,101.922,0.151,52,Blackbear
3086,digital druglord,3,3jfFw63n74qkinjHibNPMS,I miss the old u,spotify:track:3jfFw63n74qkinjHibNPMS,0.279,0.717,0.804,0.0,0.527,-5.257,0.326,133.012,0.362,68,Blackbear
3087,digital druglord,4,6Se3x9ANMLv0dCDsjGmEjh,do re mi,spotify:track:6Se3x9ANMLv0dCDsjGmEjh,0.00522,0.745,0.593,5.06e-06,0.123,-6.35,0.0524,111.001,0.17,78,Blackbear
3088,digital druglord,5,2O30HZ3iEz32Nx8yVMJjFO,wish u the best (feat. Stalking Gia),spotify:track:2O30HZ3iEz32Nx8yVMJjFO,0.0232,0.802,0.495,0.0,0.109,-6.154,0.19,114.99,0.473,62,Blackbear
3089,digital druglord,6,0thG7Lq8m7A1ejhrtNRhFD,Juicy Sweatsuits (feat. Juicy J),spotify:track:0thG7Lq8m7A1ejhrtNRhFD,0.218,0.716,0.535,0.0,0.0673,-8.01,0.42,102.843,0.572,53,Blackbear
3090,digital druglord,7,7oK6FWHt5kU2fZujTnsv9u,double,spotify:track:7oK6FWHt5kU2fZujTnsv9u,0.481,0.663,0.595,0.0,0.321,-6.818,0.294,120.785,0.687,52,Blackbear
3091,digital druglord,8,35UHXmqwern5xXTeLlIjHG,if i could i would feel nothing,spotify:track:35UHXmqwern5xXTeLlIjHG,0.298,0.632,0.525,0.0,0.0799,-5.791,0.141,119.521,0.923,60,Blackbear
3092,digital druglord,9,5IdrsGhB8D7RwNwGra9V6i,chateau,spotify:track:5IdrsGhB8D7RwNwGra9V6i,0.0516,0.665,0.635,0.0,0.367,-5.763,0.0446,97.974,0.472,67,Blackbear
3093,digital druglord,10,5jCyTX2ezvAHoMTNdLMYa2,make daddy proud,spotify:track:5jCyTX2ezvAHoMTNdLMYa2,0.162,0.826,0.497,0.0,0.0645,-7.249,0.0472,102.025,0.816,59,Blackbear
3094,help,1,4Zz7qwjSgxs9sRnOP2KjHb,don't stop,spotify:track:4Zz7qwjSgxs9sRnOP2KjHb,0.615,0.847,0.386,1.89e-06,0.177,-13.072,0.301,99.068,0.851,50,Blackbear
3095,help,2,1i6eoKAP8V6kVeW5FHxW8q,oh lord,spotify:track:1i6eoKAP8V6kVeW5FHxW8q,0.0118,0.737,0.631,1.21e-06,0.341,-6.44,0.0473,120.039,0.338,43,Blackbear
3096,help,3,1qYP1ilykWbJr5wF85SNQV,slide thru (feat. Jerry Good),spotify:track:1qYP1ilykWbJr5wF85SNQV,0.473,0.585,0.512,1.56e-06,0.131,-9.764,0.527,121.896,0.698,50,Blackbear
3097,help,4,49GFP1sA528wDMaDdQgwLo,paragraphs,spotify:track:49GFP1sA528wDMaDdQgwLo,0.243,0.742,0.46,0.0,0.102,-11.229,0.0635,99.073,0.116,48,Blackbear
3098,help,5,0FkKoIRproCB2faGlpPtry,nervous,spotify:track:0FkKoIRproCB2faGlpPtry,0.201,0.821,0.517,3.74e-06,0.203,-10.488,0.0497,115.087,0.722,43,Blackbear
3099,help,6,7Jzn6gNY50ZoFwyFZiql0Z,where was u?,spotify:track:7Jzn6gNY50ZoFwyFZiql0Z,0.284,0.709,0.684,0.0,0.134,-8.332,0.068,154.009,0.848,46,Blackbear
3100,help,7,0IHjY58S1OdnealEbadJQ1,help (feat. Maejor),spotify:track:0IHjY58S1OdnealEbadJQ1,0.257,0.855,0.428,0.0,0.12,-8.773,0.36,67.01,0.487,50,Blackbear
3101,help,8,2Y4DwuII6ZzFZxmvD1s5o5,different hos,spotify:track:2Y4DwuII6ZzFZxmvD1s5o5,0.193,0.795,0.505,4.88e-05,0.0643,-7.5,0.0537,102.024,0.439,55,Blackbear
3102,help,9,3CEyM9wliTj7TeuuG84KZU,verbatim,spotify:track:3CEyM9wliTj7TeuuG84KZU,0.0578,0.667,0.493,0.0,0.367,-11.207,0.0546,124.128,0.313,55,Blackbear
3103,help,10,78mbcQO7K8jlMfJS4zpaiJ,hustler,spotify:track:78mbcQO7K8jlMfJS4zpaiJ,0.0785,0.713,0.389,1.13e-05,0.112,-12.986,0.0484,119.919,0.381,43,Blackbear
3104,deadroses,1,1XcXhu1X0xBFMDFyq0b7Ue,4u,spotify:track:1XcXhu1X0xBFMDFyq0b7Ue,0.392,0.776,0.513,0.0,0.0642,-6.757,0.0872,153.934,0.813,60,Blackbear
3105,deadroses,2,0Ma4illoFg3z4bYdSRxkJP,i needed you,spotify:track:0Ma4illoFg3z4bYdSRxkJP,0.851,0.671,0.43,0.0,0.118,-9.848,0.121,74.031,0.389,56,Blackbear
3106,deadroses,3,6t2GvnsXlr0dELiQS7X75J,ain't trippin,spotify:track:6t2GvnsXlr0dELiQS7X75J,0.147,0.656,0.413,0.0,0.16,-11.592,0.0624,144.069,0.492,49,Blackbear
3107,deadroses,4,4hdog9vyyqG9pcppG2Izek,90210 (feat. G-Eazy),spotify:track:4hdog9vyyqG9pcppG2Izek,0.0306,0.707,0.707,0.0,0.127,-6.161,0.0375,104.039,0.231,59,Blackbear
3108,deadroses,5,2dEXFCjK4xKkJMUaezOIym,ain't love,spotify:track:2dEXFCjK4xKkJMUaezOIym,0.145,0.444,0.57,7.65e-06,0.128,-8.152,0.065,96.982,0.331,47,Blackbear
3109,deadroses,6,6y6jbcPG4Yn3Du4moXaenr,idfc,spotify:track:6y6jbcPG4Yn3Du4moXaenr,0.611,0.63,0.5,4.04e-05,0.114,-8.755,0.0611,144.871,0.315,81,Blackbear
3110,deadroses,7,6pV8yBEHeu7A7lkttIjM2g,waste away (feat. Devon Baldwin),spotify:track:6pV8yBEHeu7A7lkttIjM2g,0.367,0.511,0.399,0.0,0.113,-10.048,0.093,137.023,0.394,51,Blackbear
3111,deadroses,8,0qgZvYWLIqDn0tXimF8gPa,dirty laundry,spotify:track:0qgZvYWLIqDn0tXimF8gPa,0.051,0.766,0.64,0.0,0.237,-8.899,0.0345,100.044,0.67,72,Blackbear
3112,deadroses,9,7ArrPiY7Xhl8J1bW2Ui0qy,my heart is lost,spotify:track:7ArrPiY7Xhl8J1bW2Ui0qy,0.241,0.643,0.521,0.0,0.0896,-7.966,0.0516,159.964,0.678,46,Blackbear
3113,deadroses,10,3cuW0sgJND4ZkdN1m7m7Gg,deadroses,spotify:track:3cuW0sgJND4ZkdN1m7m7Gg,0.697,0.612,0.536,0.0,0.131,-6.537,0.157,132.251,0.603,59,Blackbear
3114,Glory (Deluxe),1,6wZgnzxBD8n7tdIyIcrgQB,Invitation,spotify:track:6wZgnzxBD8n7tdIyIcrgQB,0.0314,0.369,0.667,4.95e-05,0.0952,-7.216,0.182,113.022,0.2,43,Britney Spears
3115,Glory (Deluxe),8,5xohcwt1FZVGBzdfNRMhfp,Slumber Party,spotify:track:5xohcwt1FZVGBzdfNRMhfp,0.227,0.733,0.784,0.0,0.0766,-7.023,0.0715,135.028,0.455,44,Britney Spears
3116,Glory (Deluxe),18,6NKjfTR7VV2oJnCeKVPNSw,Mood Ring (By Demand),spotify:track:6NKjfTR7VV2oJnCeKVPNSw,0.204,0.479,0.441,0.0,0.152,-9.303,0.0679,104.816,0.288,47,Britney Spears
3117,Glory (Deluxe),19,1eICo4HFsizq3z9xnT3pcd,Swimming In The Stars,spotify:track:1eICo4HFsizq3z9xnT3pcd,0.00095,0.507,0.826,0.0,0.0928,-5.36,0.0684,139.782,0.504,43,Britney Spears
3118,Glory (Deluxe),21,3PHuhdDHBUEPZTCANtHXct,Mood Ring (By Demand) - Pride Remix,spotify:track:3PHuhdDHBUEPZTCANtHXct,0.000721,0.623,0.799,0.00885,0.1,-5.17,0.0304,119.989,0.639,44,Britney Spears
3119,Glory (Deluxe),22,12SmfIw4nxJ6WHE3b3ly3P,Mood Ring (By Demand) - Wuki Remix,spotify:track:12SmfIw4nxJ6WHE3b3ly3P,0.000383,0.776,0.821,0.00438,0.125,-5.477,0.0468,121.989,0.654,35,Britney Spears
3120,Glory (Deluxe),23,1CxvhiXRnEoEFtN0YwRggY,Mood Ring (By Demand) - Ape Drums Remix,spotify:track:1CxvhiXRnEoEFtN0YwRggY,0.153,0.821,0.594,0.000199,0.0587,-3.981,0.0681,104.995,0.873,34,Britney Spears
3121,Glory (Deluxe),20,2ZUJj80Mfmj13MKJXf9pnP,Matches,spotify:track:2ZUJj80Mfmj13MKJXf9pnP,0.0451,0.957,0.507,0.0,0.0543,-6.206,0.0539,123.998,0.817,53,Britney Spears
