,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist_name
12204,Handwritten,7,6eAnWf8yT7GLnUvaT0oyKN,Strings,spotify:track:6eAnWf8yT7GLnUvaT0oyKN,0.00221,0.659,0.728,0.0,0.251,-5.007,0.0541,78.027,0.683,51,Shawn Mendes
12205,Handwritten,8,3ilt7lMNflb49pEDpcZPAa,Aftertaste,spotify:track:3ilt7lMNflb49pEDpcZPAa,0.000323,0.638,0.509,0.0,0.0938,-5.926,0.0346,111.805,0.306,56,Shawn Mendes
12206,Handwritten,10,3Y9WaG78KtzydfPotu6suF,Crazy,spotify:track:3Y9WaG78KtzydfPotu6suF,0.613,0.433,0.266,0.0,0.109,-8.824,0.0364,157.349,0.284,48,Shawn Mendes
12207,Handwritten,11,1T7AiFL9ruKKwlONN35Vh0,A Little Too Much,spotify:track:1T7AiFL9ruKKwlONN35Vh0,0.473,0.451,0.507,0.0,0.108,-6.24,0.0316,165.76,0.564,67,Shawn Mendes
12208,Handwritten,12,0vW819CC45qQzi1lM9PaAg,This Is What It Takes,spotify:track:0vW819CC45qQzi1lM9PaAg,0.384,0.483,0.324,0.0,0.119,-6.703,0.0317,81.879,0.324,54,Shawn Mendes
12209,Handwritten,13,2GyA33q5rti5IxkMQemRDH,I Know What You Did Last Summer,spotify:track:2GyA33q5rti5IxkMQemRDH,0.102,0.687,0.761,0.0,0.147,-4.582,0.0876,113.939,0.743,77,Shawn Mendes
12210,Handwritten,2,3zkWCteF82vJwv0hRLba76,Stitches,spotify:track:3zkWCteF82vJwv0hRLba76,0.0152,0.746,0.754,0.0,0.0486,-6.684,0.0676,149.882,0.746,83,Shawn Mendes
12211,Handwritten,3,3BYyBzKGPOCHeginhe0F77,Never Be Alone,spotify:track:3BYyBzKGPOCHeginhe0F77,0.514,0.376,0.466,5.8e-05,0.0781,-6.927,0.0353,199.835,0.276,72,Shawn Mendes
12212,Handwritten,9,4d3ZlYR3rBh27OyL0MI0Jf,Air,spotify:track:4d3ZlYR3rBh27OyL0MI0Jf,0.252,0.758,0.501,0.0,0.191,-7.051,0.0589,78.042,0.397,50,Shawn Mendes
12213,Handwritten (Deluxe),13,5Ly1ifwG61OwJwR06BWRoF,Bring It Back,spotify:track:5Ly1ifwG61OwJwR06BWRoF,0.158,0.466,0.448,0.0,0.127,-7.173,0.0327,79.306,0.27,48,Shawn Mendes
12214,Handwritten (Deluxe),14,21TcDbGosp7w9YhTjOszgA,Imagination,spotify:track:21TcDbGosp7w9YhTjOszgA,0.0743,0.64,0.455,0.0,0.0694,-5.942,0.0247,89.948,0.333,79,Shawn Mendes
12215,Handwritten (Deluxe),15,3Mi8mCnvcBPdiPgmHYWEow,The Weight,spotify:track:3Mi8mCnvcBPdiPgmHYWEow,0.416,0.476,0.496,0.0,0.0945,-6.948,0.0368,111.355,0.333,57,Shawn Mendes
12216,Handwritten (Deluxe),6,2Zukohv1kW91bY2OUIXSct,Something Big,spotify:track:2Zukohv1kW91bY2OUIXSct,0.00614,0.694,0.854,0.0,0.158,-3.891,0.043,112.007,0.803,59,Shawn Mendes
12217,Everyday Is Christmas (Snowman Deluxe Edition),14,2zYRpVWbex2NsJ9AXhkkTy,Pin Drop,spotify:track:2zYRpVWbex2NsJ9AXhkkTy,0.544,0.381,0.418,0.000349,0.352,-5.63,0.0347,123.359,0.0868,38,Sia
12218,Everyday Is Christmas (Snowman Deluxe Edition),15,2ScrK8ptkddDk998DLu9sr,Santa Visits Everyone,spotify:track:2ScrK8ptkddDk998DLu9sr,0.0402,0.514,0.887,0.000143,0.258,-3.791,0.0577,141.936,0.492,46,Sia
12219,Everyday Is Christmas (Snowman Deluxe Edition),16,0St81AuSgzPN6aDhb7KXs7,Snowman - Slowed Down & Snowed In Remix,spotify:track:0St81AuSgzPN6aDhb7KXs7,0.269,0.405,0.573,0.0,0.0996,-6.305,0.0547,187.07,0.401,41,Sia
12220,Music (Songs From And Inspired By The Motion Picture),15,22ryI5wBJBvCFf0EjwG3Du,1+1 (feat. Amir) - Banx & Ranx Remix,spotify:track:22ryI5wBJBvCFf0EjwG3Du,0.0362,0.77,0.725,0.0,0.0699,-4.556,0.0468,110.048,0.463,56,Sia
12221,Music (Songs From And Inspired By The Motion Picture),1,7CE9vL4mbtF1ZdzkYDUbgL,Together,spotify:track:7CE9vL4mbtF1ZdzkYDUbgL,0.0146,0.523,0.873,0.0539,0.0929,-5.523,0.0843,180.006,0.214,59,Sia
12222,Music (Songs From And Inspired By The Motion Picture),2,4wWrwl1T0Wa94ophzTgBdT,Hey Boy,spotify:track:4wWrwl1T0Wa94ophzTgBdT,0.0544,0.572,0.623,0.0,0.0865,-4.828,0.176,185.812,0.594,48,Sia
12223,Music (Songs From And Inspired By The Motion Picture),3,0Ts6bcB1AQYkt28yZXk1qQ,Saved My Life,spotify:track:0Ts6bcB1AQYkt28yZXk1qQ,0.213,0.682,0.503,0.0,0.0944,-5.934,0.0417,113.988,0.382,50,Sia
12224,Music (Songs From And Inspired By The Motion Picture),4,0XwSUpdrF7nR7hVxbDs7mb,Floating Through Space,spotify:track:0XwSUpdrF7nR7hVxbDs7mb,0.00172,0.575,0.844,0.0,0.114,-4.89,0.072,104.914,0.277,70,Sia
12225,Music (Songs From And Inspired By The Motion Picture),5,6IEz7AX56qZ2PDH4cCEVpq,Eye To Eye,spotify:track:6IEz7AX56qZ2PDH4cCEVpq,0.000897,0.581,0.839,0.00483,0.199,-3.642,0.0306,92.01,0.413,47,Sia
12226,Music (Songs From And Inspired By The Motion Picture),6,4XCQTLPs84Ct8kzOQ6Wiqs,Music,spotify:track:4XCQTLPs84Ct8kzOQ6Wiqs,0.76,0.367,0.332,1.76e-06,0.0719,-10.847,0.0334,93.92,0.147,44,Sia
12227,Music (Songs From And Inspired By The Motion Picture),7,71Taskl2O73XfpQtJciJCD,1+1,spotify:track:71Taskl2O73XfpQtJciJCD,0.12,0.862,0.641,1.04e-05,0.336,-4.109,0.0442,109.998,0.674,66,Sia
12228,Music (Songs From And Inspired By The Motion Picture),8,7FPJ3rncDYvcdgW11PhTMw,Courage to Change,spotify:track:7FPJ3rncDYvcdgW11PhTMw,0.0927,0.307,0.606,0.0,0.357,-5.567,0.0347,78.828,0.11,61,Sia
12229,Music (Songs From And Inspired By The Motion Picture),9,1riVlpXulpdZ5jTGIKTQM0,Play Dumb,spotify:track:1riVlpXulpdZ5jTGIKTQM0,0.103,0.69,0.684,0.0142,0.381,-5.293,0.102,168.067,0.462,44,Sia
12230,Music (Songs From And Inspired By The Motion Picture),10,7da0TNcFMyUE9a3UNzZ6BE,Beautiful Things Can Happen,spotify:track:7da0TNcFMyUE9a3UNzZ6BE,0.505,0.352,0.348,0.0,0.103,-10.399,0.0411,119.293,0.101,43,Sia
12231,Music (Songs From And Inspired By The Motion Picture),11,6iZEk6JVdmbNPLhtaCGeIa,Lie To Me,spotify:track:6iZEk6JVdmbNPLhtaCGeIa,0.0825,0.504,0.75,0.000476,0.195,-3.999,0.0471,174.042,0.462,43,Sia
12232,Music (Songs From And Inspired By The Motion Picture),12,5DWZX4piXraq1IOr2a4sBL,Oblivion (feat. Labrinth),spotify:track:5DWZX4piXraq1IOr2a4sBL,0.337,0.57,0.482,0.0,0.0661,-6.245,0.0434,75.523,0.334,46,Sia
12233,Music (Songs From And Inspired By The Motion Picture),13,0eMtK0mVNQZtHKXYH2axiS,Miracle,spotify:track:0eMtK0mVNQZtHKXYH2axiS,0.0645,0.651,0.67,0.0276,0.129,-4.365,0.0344,159.918,0.525,49,Sia
12234,Music (Songs From And Inspired By The Motion Picture),14,3Aef6wubZNIs5ZY3yOZLY4,Hey Boy (feat. Burna Boy) - Bonus Track,spotify:track:3Aef6wubZNIs5ZY3yOZLY4,0.0457,0.607,0.599,1.15e-06,0.617,-4.743,0.238,185.957,0.794,46,Sia
12235,"LABRINTH, SIA & DIPLO PRESENT... LSD",1,2mMQFumTaHcwMZsiNE57Um,"Welcome to the Wonderful World of (feat. Sia, Diplo, and Labrinth)",spotify:track:2mMQFumTaHcwMZsiNE57Um,0.0799,0.499,0.324,0.0,0.352,-7.944,0.0641,119.266,0.397,54,Sia
12236,"LABRINTH, SIA & DIPLO PRESENT... LSD",2,6k71NlTnn41Vk7RJX7CSbY,"Angel in Your Eyes (feat. Sia, Diplo, and Labrinth)",spotify:track:6k71NlTnn41Vk7RJX7CSbY,0.0288,0.607,0.616,0.0439,0.138,-6.925,0.0581,184.111,0.698,56,Sia
12237,"LABRINTH, SIA & DIPLO PRESENT... LSD",3,4xigPf2sigSPmuFH3qCelB,"Genius (feat. Sia, Diplo, and Labrinth)",spotify:track:4xigPf2sigSPmuFH3qCelB,0.0799,0.603,0.615,6.72e-05,0.117,-4.931,0.165,158.657,0.561,81,Sia
12238,"LABRINTH, SIA & DIPLO PRESENT... LSD",4,100eDEmpWV5YGVCqHI0leU,"Audio (feat. Sia, Diplo, and Labrinth)",spotify:track:100eDEmpWV5YGVCqHI0leU,0.209,0.568,0.701,1.06e-06,0.0769,-4.566,0.0426,89.969,0.353,72,Sia
12239,"LABRINTH, SIA & DIPLO PRESENT... LSD",5,4lJNen4SMTIJMahALc3DcB,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",spotify:track:4lJNen4SMTIJMahALc3DcB,0.0077,0.69,0.714,7.23e-05,0.191,-5.948,0.0338,112.009,0.489,77,Sia
12240,"LABRINTH, SIA & DIPLO PRESENT... LSD",6,0HCDvbGNsigLpkzCDwpKVr,"Mountains (feat. Sia, Diplo, and Labrinth)",spotify:track:0HCDvbGNsigLpkzCDwpKVr,0.39,0.625,0.601,0.0348,0.0894,-7.766,0.0285,85.967,0.195,62,Sia
12241,"LABRINTH, SIA & DIPLO PRESENT... LSD",7,6Dma0t0hOe6Bd6u5YRKF3n,"No New Friends (feat. Sia, Diplo, and Labrinth)",spotify:track:6Dma0t0hOe6Bd6u5YRKF3n,0.0632,0.725,0.703,0.000251,0.14,-4.641,0.0466,106.032,0.638,67,Sia
12242,"LABRINTH, SIA & DIPLO PRESENT... LSD",8,2VDTgXwf3F6kcpX4HI0BKy,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",spotify:track:2VDTgXwf3F6kcpX4HI0BKy,0.034,0.585,0.525,2.6e-05,0.139,-5.915,0.0817,167.811,0.533,61,Sia
12243,"LABRINTH, SIA & DIPLO PRESENT... LSD",9,3j4lctlzJqDLNZjTLmc9CV,"It's Time (feat. Sia, Diplo, and Labrinth)",spotify:track:3j4lctlzJqDLNZjTLmc9CV,0.934,0.398,0.245,0.0,0.134,-9.215,0.0351,87.079,0.249,56,Sia
12244,"LABRINTH, SIA & DIPLO PRESENT... LSD",10,4TlbZgqxhJ6uN3tpVyjw90,"Genius (feat. Sia, Diplo, and Labrinth) - Lil Wayne Remix",spotify:track:4TlbZgqxhJ6uN3tpVyjw90,0.0147,0.655,0.764,8.88e-05,0.0511,-3.381,0.193,159.017,0.707,61,Sia
12245,Everyday Is Christmas (Deluxe Edition),1,1N1ZpYUJc9fwrqk53FGgWv,Santa's Coming for Us,spotify:track:1N1ZpYUJc9fwrqk53FGgWv,0.0215,0.547,0.814,0.0,0.0475,-6.191,0.12,92.986,0.724,60,Sia
12246,Everyday Is Christmas (Deluxe Edition),2,4KevTcBXEIYxXVyPE78XXm,Candy Cane Lane,spotify:track:4KevTcBXEIYxXVyPE78XXm,0.00366,0.589,0.91,4.87e-05,0.0843,-4.206,0.0623,130.017,0.394,54,Sia
12247,Everyday Is Christmas (Deluxe Edition),3,7uoFMmxln0GPXQ0AcCBXRq,Snowman,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,0.483,0.716,0.512,0.0,0.0928,-6.257,0.0331,104.957,0.326,82,Sia
12248,Everyday Is Christmas (Deluxe Edition),4,0DbGG3nbq1R3TNLkKTx6aZ,Snowflake,spotify:track:0DbGG3nbq1R3TNLkKTx6aZ,0.438,0.586,0.359,0.0,0.0988,-8.553,0.0298,134.351,0.186,48,Sia
12249,Everyday Is Christmas (Deluxe Edition),5,22Vt9E25fsRcQdcUjNTUQr,Ho Ho Ho,spotify:track:22Vt9E25fsRcQdcUjNTUQr,0.0338,0.716,0.742,0.0,0.105,-5.103,0.0407,129.014,0.879,53,Sia
12250,Everyday Is Christmas (Deluxe Edition),6,5Uj1LL6HaSFYlfyC6o42ZC,Puppies Are Forever,spotify:track:5Uj1LL6HaSFYlfyC6o42ZC,0.0241,0.462,0.944,0.0,0.134,-3.588,0.141,169.926,0.679,45,Sia
12251,Everyday Is Christmas (Deluxe Edition),7,0ApkFFU362NocXTexqWPYn,Sunshine,spotify:track:0ApkFFU362NocXTexqWPYn,0.0881,0.357,0.831,0.0,0.0629,-3.99,0.0586,137.864,0.607,46,Sia
12252,Everyday Is Christmas (Deluxe Edition),8,6HFKeEGEJGI0rIyg2r0iLo,Underneath the Mistletoe,spotify:track:6HFKeEGEJGI0rIyg2r0iLo,0.0134,0.601,0.688,0.0,0.115,-5.51,0.0322,123.945,0.507,50,Sia
12253,Everyday Is Christmas (Deluxe Edition),9,30DnQCN64v8xBpGZpLgb6l,Everyday Is Christmas,spotify:track:30DnQCN64v8xBpGZpLgb6l,0.039,0.553,0.512,6.3e-06,0.103,-6.216,0.0285,148.074,0.205,51,Sia
12254,Everyday Is Christmas (Deluxe Edition),10,1KuPjp2SyimuFq2Hh62Tym,Underneath the Christmas Lights,spotify:track:1KuPjp2SyimuFq2Hh62Tym,0.981,0.362,0.173,2.92e-05,0.105,-9.902,0.0377,115.347,0.184,44,Sia
12255,Everyday Is Christmas (Deluxe Edition),11,7nMwW8hKct1yCCOpaNmMaY,Round and Round,spotify:track:7nMwW8hKct1yCCOpaNmMaY,0.0499,0.791,0.91,0.00419,0.0703,-3.105,0.0752,119.947,0.964,40,Sia
12256,Everyday Is Christmas (Deluxe Edition),12,3msZWSvVMIybnhN29nK2KM,Sing for My Life,spotify:track:3msZWSvVMIybnhN29nK2KM,0.552,0.554,0.484,1.21e-06,0.159,-5.387,0.0289,124.149,0.185,44,Sia
12257,Everyday Is Christmas (Deluxe Edition),13,3lhTIJepO4zHFK7sllezGz,My Old Santa Claus,spotify:track:3lhTIJepO4zHFK7sllezGz,0.0168,0.621,0.885,0.0,0.0702,-4.124,0.154,122.0,0.697,43,Sia
12258,This Is Acting (Deluxe Version),1,6MowG7MRVgPfGlCMsXKMJ2,Bird Set Free,spotify:track:6MowG7MRVgPfGlCMsXKMJ2,0.0115,0.438,0.805,0.000667,0.133,-4.284,0.0728,150.174,0.31,70,Sia
12259,This Is Acting (Deluxe Version),2,25R5Tdr4K7ENb6umHzdCXn,Alive,spotify:track:25R5Tdr4K7ENb6umHzdCXn,0.254,0.508,0.762,0.000122,0.108,-4.217,0.0489,99.963,0.444,67,Sia
12260,This Is Acting (Deluxe Version),3,1CGFyZ5fSRo0DhIJOLdHVM,One Million Bullets,spotify:track:1CGFyZ5fSRo0DhIJOLdHVM,0.102,0.365,0.717,0.0,0.467,-4.113,0.0521,171.827,0.204,52,Sia
12261,This Is Acting (Deluxe Version),4,73Mfgc0HTZeNCoNrDI46sJ,Move Your Body,spotify:track:73Mfgc0HTZeNCoNrDI46sJ,0.00117,0.617,0.842,0.261,0.131,-4.062,0.034,127.955,0.36,62,Sia
12262,This Is Acting (Deluxe Version),5,1yvMUkIOTeUNtNWlWRgANS,Unstoppable,spotify:track:1yvMUkIOTeUNtNWlWRgANS,0.112,0.468,0.779,0.000373,0.101,-4.839,0.0779,173.799,0.26,85,Sia
12263,This Is Acting (Deluxe Version),7,4Vw3UGCAUQetVTmNdh6W5d,Reaper,spotify:track:4Vw3UGCAUQetVTmNdh6W5d,0.0355,0.567,0.773,0.00011,0.0901,-3.344,0.0451,82.947,0.731,58,Sia
12264,This Is Acting (Deluxe Version),8,2dMmMkZ7SEqFbzTJx4DijY,House On Fire,spotify:track:2dMmMkZ7SEqFbzTJx4DijY,0.000425,0.523,0.782,0.106,0.135,-6.01,0.054,179.967,0.247,56,Sia
12265,This Is Acting (Deluxe Version),9,7LNAzNyUgpZklrVCVwg70i,Footprints,spotify:track:7LNAzNyUgpZklrVCVwg70i,0.027,0.557,0.759,0.000626,0.318,-4.986,0.0346,92.986,0.187,52,Sia
12266,This Is Acting (Deluxe Version),10,4YUfY5mexUui2Lo9y5agMf,Sweet Design,spotify:track:4YUfY5mexUui2Lo9y5agMf,0.0236,0.779,0.934,0.0177,0.271,-2.027,0.189,103.982,0.896,47,Sia
12267,This Is Acting (Deluxe Version),11,22iKiimk9wEJWdHlKdtFsA,Broken Glass,spotify:track:22iKiimk9wEJWdHlKdtFsA,0.0128,0.406,0.917,0.0571,0.12,-2.812,0.0662,154.033,0.397,52,Sia
12268,This Is Acting (Deluxe Version),12,3Wmti6IwvJ2aKeTm9YrZO7,Space Between,spotify:track:3Wmti6IwvJ2aKeTm9YrZO7,0.676,0.238,0.501,0.00111,0.096,-7.147,0.0359,101.479,0.109,48,Sia
12269,This Is Acting (Deluxe Version),14,7xHWNBFm6ObGEQPaUxHuKO,The Greatest (feat. Kendrick Lamar),spotify:track:7xHWNBFm6ObGEQPaUxHuKO,0.0102,0.668,0.725,0.000479,0.0561,-6.127,0.266,191.944,0.729,74,Sia
12270,This Is Acting (Deluxe Version),15,3kikZxz3Sg6lwG72ZLssIL,Confetti,spotify:track:3kikZxz3Sg6lwG72ZLssIL,0.269,0.408,0.711,4.41e-06,0.111,-3.455,0.0462,80.389,0.288,54,Sia
12271,This Is Acting (Deluxe Version),16,6LUOMjoORvAkdhBYvESO46,Move Your Body - Alan Walker Remix,spotify:track:6LUOMjoORvAkdhBYvESO46,0.0834,0.636,0.789,0.000896,0.391,-4.905,0.0892,128.028,0.4,71,Sia
12272,This Is Acting (Deluxe Version),17,5rVElqSBdfsDALQfc7z2ZQ,Midnight Decisions,spotify:track:5rVElqSBdfsDALQfc7z2ZQ,0.0673,0.591,0.658,7.03e-05,0.211,-4.492,0.0299,112.36,0.0553,50,Sia
12273,This Is Acting (Deluxe Version),18,5DET60fn3RK36r6qc934tb,Jesus Wept,spotify:track:5DET60fn3RK36r6qc934tb,0.854,0.282,0.283,0.0608,0.232,-8.866,0.0316,112.366,0.0876,46,Sia
12274,This Is Acting (Deluxe Version),19,6bLopGnirdrilrpdVB6Um1,The Greatest,spotify:track:6bLopGnirdrilrpdVB6Um1,0.0174,0.639,0.785,0.00107,0.0512,-6.167,0.174,191.95,0.686,72,Sia
12275,This Is Acting,13,378iszndTZAR4dH8kwsLC6,Cheap Thrills (feat. Sean Paul),spotify:track:378iszndTZAR4dH8kwsLC6,0.0561,0.592,0.8,2.01e-06,0.0775,-4.931,0.215,89.972,0.728,73,Sia
12276,This Is Acting (Japan Version),13,38w5ePtVBWGfNOGKfSAJev,Alive - AFSHeeN Remix,spotify:track:38w5ePtVBWGfNOGKfSAJev,0.102,0.4,0.808,0.001,0.144,-3.893,0.114,179.885,0.18,4,Sia
12277,This Is Acting (Japan Version),14,3pcVPEU7kNpwajToz5AAXJ,Alive - Boehm Remix,spotify:track:3pcVPEU7kNpwajToz5AAXJ,0.0883,0.607,0.672,0.000412,0.0759,-5.194,0.0328,100.019,0.245,4,Sia
12278,This Is Acting (Japan Version),15,6lBjHlH1nyraKuhe55f4vU,Alive - Cahill Mix,spotify:track:6lBjHlH1nyraKuhe55f4vU,0.00135,0.454,0.765,0.598,0.0322,-5.008,0.0804,122.836,0.707,2,Sia
12279,This Is Acting,6,27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,spotify:track:27SdWb2rFzO6GWiYDBTD9j,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0.105,89.976,0.732,81,Sia
12280,1000 Forms of Fear (Deluxe Version),19,3fKm8IdC5G2SI8fPYq0znX,Big Girls Cry - ODESZA Remix,spotify:track:3fKm8IdC5G2SI8fPYq0znX,0.00143,0.338,0.77,0.00231,0.0735,-7.737,0.0808,89.593,0.281,21,Sia
12281,1000 Forms Of Fear (Deluxe Version),13,0Ha4WnjeGxmsnzTnlEvjvZ,Chandelier - Piano Version,spotify:track:0Ha4WnjeGxmsnzTnlEvjvZ,0.938,0.411,0.227,0.0,0.158,-8.068,0.0468,79.875,0.306,60,Sia
12282,1000 Forms Of Fear (Deluxe Version),14,0udoMICxzaUbNUT8EVRq8B,Elastic Heart - Piano Version,spotify:track:0udoMICxzaUbNUT8EVRq8B,0.903,0.44,0.306,0.0,0.0888,-5.403,0.0377,71.021,0.25,67,Sia
12283,1000 Forms Of Fear (Deluxe Version),15,067Zyh0CDMzfAC9Miazlsm,Chandelier - Four Tet Remix,spotify:track:067Zyh0CDMzfAC9Miazlsm,0.0447,0.519,0.654,5.97e-06,0.103,-7.188,0.212,174.114,0.352,38,Sia
12284,1000 Forms Of Fear (Deluxe Version),16,22yTrQldM6Pu8CONxbFVpS,Chandelier - Plastic Plates Remix,spotify:track:22yTrQldM6Pu8CONxbFVpS,0.0951,0.606,0.795,0.0321,0.476,-5.12,0.0978,196.018,0.96,36,Sia
12285,1000 Forms Of Fear (Deluxe Version),17,46oIfXJku1yI8L1THhv3Wv,Elastic Heart - Clams Casino Remix,spotify:track:46oIfXJku1yI8L1THhv3Wv,0.402,0.584,0.498,0.0673,0.105,-7.858,0.0403,129.937,0.099,36,Sia
12286,1000 Forms Of Fear (Deluxe Version),18,5a0rAlkZXGXaWhGxCwughT,Elastic Heart - Blood Diamonds Remix,spotify:track:5a0rAlkZXGXaWhGxCwughT,0.386,0.73,0.513,0.00245,0.172,-9.978,0.103,129.966,0.237,35,Sia
12287,1000 Forms Of Fear (Deluxe Version),19,4GZzpAzdKLnl55kRdKElhN,Big Girls Cry - Odesza Remix,spotify:track:4GZzpAzdKLnl55kRdKElhN,0.00487,0.527,0.762,0.00206,0.14,-7.164,0.0538,90.019,0.313,41,Sia
12288,1000 Forms Of Fear (Deluxe Version),20,2g6V8u3EoMA1TAPHtwrRHc,Big Girls Cry - Bleachers Remix,spotify:track:2g6V8u3EoMA1TAPHtwrRHc,0.0219,0.607,0.662,0.00622,0.074,-5.942,0.0432,162.018,0.5,33,Sia
12289,1000 Forms Of Fear,14,4qaWUnGdFlJU8VErT4Nm0J,Chandelier - Owlle Remix,spotify:track:4qaWUnGdFlJU8VErT4Nm0J,0.0423,0.246,0.531,0.000242,0.174,-7.416,0.0463,173.457,0.215,11,Sia
12290,1000 Forms Of Fear,1,4VrWlk8IQxevMvERoX08iC,Chandelier,spotify:track:4VrWlk8IQxevMvERoX08iC,0.0197,0.399,0.787,6.07e-05,0.0685,-2.88,0.0499,117.089,0.572,83,Sia
12291,1000 Forms Of Fear,2,75xgoXAGed7jiNDdV8TNOe,Big Girls Cry,spotify:track:75xgoXAGed7jiNDdV8TNOe,0.0393,0.469,0.592,0.0,0.105,-4.962,0.0399,161.996,0.0938,65,Sia
12292,1000 Forms Of Fear,3,65wEaW5gwitTZt8JA7iugo,Burn the Pages,spotify:track:65wEaW5gwitTZt8JA7iugo,0.0497,0.507,0.811,3.32e-05,0.121,-4.645,0.155,180.081,0.459,47,Sia
12293,1000 Forms Of Fear,4,2ejeiQQcxOONtMDgV2GXSu,Eye of the Needle,spotify:track:2ejeiQQcxOONtMDgV2GXSu,0.141,0.495,0.7,0.0,0.102,-5.639,0.144,144.426,0.279,52,Sia
12294,1000 Forms Of Fear,5,42PnVxGUSKziKSKXCNXoob,Hostage,spotify:track:42PnVxGUSKziKSKXCNXoob,0.00762,0.639,0.711,0.0,0.24,-3.289,0.136,143.899,0.659,44,Sia
12295,1000 Forms Of Fear,6,6AAl7AECcCH7mVGNqHGmaI,Straight for the Knife,spotify:track:6AAl7AECcCH7mVGNqHGmaI,0.189,0.444,0.497,0.0,0.117,-5.683,0.0357,124.382,0.151,44,Sia
12296,1000 Forms Of Fear,7,3N1bQ9rnwVXIKClKx6vcpG,Fair Game,spotify:track:3N1bQ9rnwVXIKClKx6vcpG,0.612,0.519,0.408,0.0,0.0985,-5.561,0.0314,131.516,0.27,43,Sia
12297,1000 Forms Of Fear,8,6kwAbEjseqBob48jCus7Sz,Elastic Heart,spotify:track:6kwAbEjseqBob48jCus7Sz,0.0117,0.421,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,0.499,75,Sia
12298,1000 Forms Of Fear,9,5J8MPzzufgbhutBl8gEr6r,Free the Animal,spotify:track:5J8MPzzufgbhutBl8gEr6r,0.0559,0.674,0.877,0.000112,0.0836,-4.945,0.167,109.038,0.383,45,Sia
12299,1000 Forms Of Fear,10,3Rw6shHCDFRWv3g2WmEFKv,Fire Meet Gasoline,spotify:track:3Rw6shHCDFRWv3g2WmEFKv,0.00598,0.418,0.764,0.0,0.149,-3.307,0.0559,175.669,0.33,65,Sia
12300,1000 Forms Of Fear,11,6hWG9YfOhxlZyIf4EnbA97,Cellophane,spotify:track:6hWG9YfOhxlZyIf4EnbA97,0.765,0.42,0.42,0.0,0.112,-9.579,0.0873,110.07,0.339,43,Sia
12301,1000 Forms Of Fear,12,1ruNslbgoiZk8e1vP0lY6j,Dressed In Black,spotify:track:1ruNslbgoiZk8e1vP0lY6j,0.0281,0.448,0.769,3.03e-06,0.303,-4.107,0.0403,86.982,0.319,48,Sia
12302,We Are Born (ARIA Awards Edition),2,1quzZMJfyZfYtK9uyIjgax,Clap Your Hands,spotify:track:1quzZMJfyZfYtK9uyIjgax,0.000561,0.697,0.868,0.0375,0.36,-4.934,0.0525,120.017,0.811,22,Sia
12303,We Are Born (ARIA Awards Edition),12,2BzRpxqfUa1EfepzCt3par,"Big Girl, Little Girl",spotify:track:2BzRpxqfUa1EfepzCt3par,0.0369,0.446,0.551,2.4e-05,0.0828,-5.445,0.0441,115.996,0.541,6,Sia
12304,We Are Born (ARIA Awards Edition),14,0h29BPKfUdSJqHbaeZMRdQ,I'm In Here - Piano Vocal Version,spotify:track:0h29BPKfUdSJqHbaeZMRdQ,0.944,0.283,0.18,0.00101,0.124,-13.446,0.0396,54.213,0.18,18,Sia
12305,We Are Born (ARIA Awards Edition),15,5aAxlawQoPBg41daWfeCpS,Clap Your Hands - Fred Falke Remix,spotify:track:5aAxlawQoPBg41daWfeCpS,0.00939,0.574,0.859,0.141,0.273,-4.669,0.239,126.056,0.413,10,Sia
12306,We Are Born (ARIA Awards Edition),16,1x4LayVY0vqjcpu7ilAALK,Bring Night - Paul Mac & Stereogamus Radio Edit,spotify:track:1x4LayVY0vqjcpu7ilAALK,0.00134,0.665,0.87,0.727,0.155,-4.569,0.047,127.947,0.649,8,Sia
12307,We Are Born,1,1EjqzkmW9HSfjLoWqPz1yT,The Fight,spotify:track:1EjqzkmW9HSfjLoWqPz1yT,0.0608,0.675,0.852,0.00145,0.612,-3.739,0.0464,108.998,0.802,11,Sia
12308,We Are Born,3,2RxoWjL2vvHQATTKEYOVQc,Stop Trying,spotify:track:2RxoWjL2vvHQATTKEYOVQc,0.00288,0.502,0.797,0.0,0.123,-3.031,0.0369,199.979,0.917,12,Sia
12309,We Are Born,4,35DzuDcLSDrKqV3UzEo3Vm,You've Changed,spotify:track:35DzuDcLSDrKqV3UzEo3Vm,7.99e-05,0.669,0.825,0.509,0.147,-5.673,0.0339,119.987,0.654,12,Sia
12310,We Are Born,5,1CC9oumlvrauMbXMMGxFfD,Be Good To Me,spotify:track:1CC9oumlvrauMbXMMGxFfD,0.0897,0.572,0.82,0.0,0.471,-2.512,0.0388,119.828,0.609,11,Sia
12311,We Are Born,6,3VX3MI5aAY8s44tnDizgJu,Bring Night,spotify:track:3VX3MI5aAY8s44tnDizgJu,0.00777,0.673,0.895,0.00228,0.0743,-3.505,0.0803,139.842,0.504,12,Sia
